id,university_short_name,program_source_code,major_code,subject_group_code
0f3cc797-d85f-4f34-b9ff-827ce0c53c5d,HBT,530,530,C04
46d934e0-29ce-496f-bdf4-4d146a68807b,HBT,530,530,D01
ebb8299c-6514-45ec-ac69-535a38d2e1d0,HBT,530,530,X01
9fff2220-f72b-4fd1-9888-df0ce3c328c0,HBT,531,531,C03
d12070ee-e763-41d3-ac98-8022d6ac55c6,HBT,531,531,C04
23333d10-346c-415f-a407-51eb76f9e4ea,HBT,531,531,D01
ad03778c-90c2-4999-b230-78f6edef8c64,HBT,531,531,X01
2973bb7e-646b-4e67-ac77-d0d5a9c0fb68,HBT,532,532,C03
5f9d1e67-25b6-483a-a475-9758bbbbd414,HBT,532,532,C04
09173f29-44f7-4708-b543-92b9e07386f0,HBT,532,532,D01
65e0e0e1-b633-487f-9d52-67ed84d4f9a9,HBT,532,532,X01
70d0636f-726b-4ea8-acd7-b2bf3e4040de,HBT,533,533,C03
d336df09-124d-4cf3-a9c5-7a15298bde00,HBT,533,533,C04
d6cd5d10-9b0c-44fe-a89b-10269e1e1e9d,HBT,533,533,D01
f75b913c-8713-4131-8fdd-070ad5b2cacf,HBT,533,533,X01
98b6fb97-77f3-44dd-8e2e-5f700aff1e13,HBT,535,535,A16
23d72910-315f-42aa-9e09-87e2348d545d,HBT,535,535,C15
6d29a16e-6a93-4530-82ae-aac271aac1c7,HBT,535,535,D01
553013d9-09ec-41b9-9218-2e6fd1fb5b24,HBT,535,535,R22
986c1de7-8ca6-4782-b85f-e18e9f622fda,HBT,536,536,A16
131c5f53-cedf-45a6-a1bc-74cf12d07ab8,HBT,536,536,C15
86e84434-5dbb-4530-b50a-3e74212f0a18,HBT,536,536,D01
24507afd-1ff2-464c-9dfe-e4e88c48c416,HBT,536,536,R22
2629b298-5c6f-4cb9-88c1-4c2bffa4f973,HBT,537,537,C03
51e4f176-b10d-413a-9235-adbb611f2713,HBT,537,537,C04
61df8c21-b65a-4e1b-9207-7cf89d18c921,HBT,537,537,D01
0cf2c0ad-0ff8-493f-8a48-4bb69c8a6440,HBT,537,537,X01
4440a7cd-a653-41a5-b76b-6472861a8104,HBT,538,538,C03
b5401b19-e0a2-491b-b8aa-19609cf690e5,HBT,538,538,C04
d9a24e8c-364c-438d-8d2b-25072d74dbb2,HBT,538,538,D01
93dc8d1f-c52a-4e5d-9ef9-37aa67b402cf,HBT,538,538,X01
97299edc-1f35-4ca0-ad6e-74fccc05ac13,HBT,602,602,D01
5a1f4ab1-80ad-4d97-8dba-72290a761c8c,HBT,602,602,D14
dc7f92ae-3652-4f38-bf87-c3c14b71de75,HBT,602,602,D15
c3b1c3b5-5c87-404b-ba27-7d976953fd5b,HBT,602,602,X78
10161466-fe42-4ded-b6b3-3521964d7e40,HBT,603,603,D01
fd110ef6-988e-4ed4-9c3f-aa862422f79c,HBT,603,603,D14
302a4a2d-a342-499f-a0c3-7eef30878b74,HBT,603,603,D15
d9eafdbe-d15e-4eb3-b7e2-e2302d374a27,HBT,603,603,X78
62f75efd-726a-43d1-8fb3-a8196bd9a678,HBT,604,604,D01
e9b5e0bc-ef8c-4bf2-8f79-4ba5060b00f4,HBT,604,604,D14
9cf8a6ae-2bda-4bac-af0a-b0adf6b45ffa,HBT,604,604,D15
0a7a53be-15f9-49a0-a76e-0511f0c78343,HBT,604,604,X78
b8c8cfbb-311c-4d0f-82e7-be24edfc48c9,HBT,605,605,D01
d982240f-e456-4355-8600-f2fafaf249b0,HBT,605,605,D14
68bcaa24-1276-4066-abc6-dea2ec4304a9,HBT,605,605,D15
cd77c4a8-67f8-4b03-8f47-9a93fac905ce,HBT,605,605,X78
f727361d-5bb8-4c12-9d19-fe4f4be6faee,HBT,606,606,D01
2c1c95b9-2704-48ba-ba42-6cda5361148a,HBT,606,606,D14
dee08167-722b-490a-b451-f549ad3fee38,HBT,606,606,D15
a611c5d2-6463-4854-882b-f2fa1fd73b2b,HBT,606,606,X78
4b49c273-fb8f-4db9-8eb2-72c01132aa31,HBT,607,607,D01
3b6127fd-a3ef-41ff-9302-06926492d815,HBT,607,607,D14
89078a16-7bf0-45b3-a696-995617ca2884,HBT,607,607,D15
344bd19b-c8f3-4859-a50c-d62a71f422f7,HBT,607,607,X78
e18c00d5-5746-4fc0-9a67-e13fcb3cb485,HBT,608,608,D01
6b110902-c163-431e-bf10-9fb44b80467c,HBT,608,608,D14
39995b3d-314a-41c3-a56f-8a2dacf0114b,HBT,608,608,D15
c9d4bb77-50f2-4f09-b1fa-914085daf199,HBT,608,608,X78
a9d2df1e-cad4-4b99-82df-ca8b11cfefe6,HBT,609,609,D01
537ff0dc-100e-469a-8c9e-b9d206df935d,HBT,609,609,D14
abfded5c-3d04-4050-9afb-ef34b59b96f8,HBT,609,609,D15
0c52604f-1254-4705-b57c-821d9883a146,HBT,609,609,X78
606da8a7-9306-4be6-8cb6-b8c93c17cbf9,HBT,610,610,D01
a81d8884-128c-46dc-b61f-8dcf06d8ad5d,HBT,610,610,D14
62c8e310-f62f-4760-8c2e-280cd05b5b24,HBT,610,610,D15
5c314b2d-5718-4f03-8326-1bfb3d364cce,HBT,610,610,X78
e9b5ffe9-ff4e-4223-803b-428e8dddd318,HBT,611,611,D01
b712e56f-5c89-4956-896e-c2530f0fbdce,HBT,611,611,D14
62c7233b-fa5d-4903-aef0-7c2bc1833647,HBT,611,611,D15
